Id,Answer
750,0
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,0
761,0
762,0
763,0
764,-1
765,0
766,0
767,-1
768,-1
769,0
770,0
771,0
772,1
773,-1
774,-1
775,0
776,0
777,0
778,0
779,0
780,-1
781,-1
782,-1
783,-1
784,0
785,0
786,0
787,0
788,0
789,-1
790,-1
791,-1
792,0
793,0
794,-1
795,0
796,0
797,-1
798,0
799,0
800,0
801,0
802,0
803,0
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,0
816,0
817,-1
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,-1
827,-1
828,0
829,0
830,0
831,0
832,-1
833,0
834,-1
835,0
836,0
837,0
838,-1
839,0
840,0
841,0
842,0
843,-1
844,-1
845,0
846,0
847,-1
848,0
849,0
850,-1
851,-1
852,0
853,0
854,-1
855,0
856,0
857,-1
858,-1
859,0
860,-1
861,-1
862,-1
863,-1
864,0
865,0
866,0
867,0
868,0
869,0
870,-1
871,0
872,0
873,0
874,0
875,-1
876,0
877,-1
878,-1
879,0
880,-1
881,-1
882,-1
883,0
884,0
885,0
886,-1
887,-1
888,-1
889,-1
890,0
891,-1
892,0
893,-1
894,0
895,0
896,0
897,-1
898,-1
899,0
900,0
901,0
902,0
903,-1
904,-1
905,0
906,0
907,0
908,0
909,0
910,0
911,-1
912,0
913,-1
914,0
915,0
916,0
917,0
918,0
919,-1
920,0
921,0
922,0
923,0
924,-1
925,0
926,-1
927,0
928,-1
929,-1
930,0
931,0
932,1
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,-1
945,0
946,0
947,0
948,-1
949,-1
950,0
951,-1
952,0
953,-1
954,0
955,-1
956,0
957,0
958,0
959,-1
960,0
961,0
962,0
963,0
964,0
965,0
966,-1
967,-1
968,0
969,-1
970,-1
971,-1
972,-1
973,-1
974,0
975,-1
976,0
977,0
978,0
979,0
980,-1
981,0
982,-1
983,0
984,0
985,0
986,0
987,-1
988,-1
989,0
990,0
991,0
992,-1
993,-1
994,-1
995,0
996,-1
997,0
998,-1
999,-1
1000,0
1001,-1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,-1
1013,0
1014,0
1015,0
1016,0
1017,-1
1018,0
1019,0
1020,0
1021,-1
1022,-1
1023,0
1024,0
1025,0
1026,0
1027,0
1028,-1
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,-1
1038,0
1039,0
1040,0
1041,0
1042,0
1043,-1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,-1
1050,0
1051,0
1052,0
1053,-1
1054,0
1055,0
1056,-1
1057,0
1058,0
1059,0
1060,-1
1061,-1
1062,0
1063,0
1064,0
1065,-1
1066,0
1067,0
1068,1
1069,1
1070,0
1071,0
1072,0
1073,0
1074,-1
1075,-1
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,-1
1086,-1
1087,0
1088,-1
1089,-1
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,-1
1103,-1
1104,0
1105,-1
1106,0
1107,0
1108,-1
1109,0
1110,0
1111,0
1112,-1
1113,0
1114,0
1115,0
1116,-1
1117,0
1118,-1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,-1
1127,0
1128,0
1129,-1
1130,-1
1131,0
1132,0
1133,0
1134,-1
1135,-1
1136,-1
1137,0
1138,-1
1139,0
1140,-1
1141,0
1142,0
1143,0
1144,0
1145,-1
1146,0
1147,-1
1148,-1
1149,0
1150,-1
1151,-1
1152,-1
1153,0
1154,0
1155,0
1156,-1
1157,0
1158,-1
1159,-1
1160,-1
1161,0
1162,0
1163,0
1164,-1
1165,-1
1166,-1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,-1
1173,0
1174,-1
1175,0
1176,0
1177,-1
1178,-1
1179,0
1180,0
1181,-1
1182,-1
1183,-1
1184,0
1185,0
1186,0
1187,-1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,-1
1197,0
1198,0
1199,0
1200,0
1201,-1
1202,-1
1203,0
1204,-1
1205,0
1206,0
1207,-1
1208,0
1209,0
1210,0
1211,-1
1212,-1
1213,-1
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,-1
1221,0
1222,0
1223,0
