Id,Answer
480,0
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,0
489,-1
490,-1
491,-1
492,-1
493,-1
494,0
495,0
496,0
497,1
498,-1
499,-1
500,-1
501,-1
502,-1
503,0
504,0
505,0
506,1
507,1
508,1
509,1
510,0
511,0
512,0
513,0
514,0
515,0
516,-1
517,-1
518,-1
519,-1
520,-1
521,0
522,1
523,1
524,0
525,-1
526,0
527,0
528,0
529,0
530,0
531,-1
532,-1
533,-1
534,0
535,1
536,0
537,0
538,0
539,-1
540,-1
541,-1
542,0
543,0
544,1
545,-1
546,-1
547,-1
548,0
549,0
550,-1
551,-1
552,-1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,0
561,0
562,1
563,1
564,1
565,1
566,1
567,0
568,1
569,1
570,0
571,0
572,0
573,0
574,0
575,-1
576,0
577,0
578,0
579,-1
580,-1
581,0
582,0
583,0
584,0
585,0
586,1
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,-1
595,0
596,0
597,0
598,-1
599,0
600,0
601,-1
602,0
603,0
604,-1
605,1
606,1
607,1
608,0
609,0
610,-1
611,-1
612,-1
613,-1
614,-1
615,-1
616,0
617,0
618,0
619,0
620,-1
621,-1
622,-1
623,0
624,0
625,1
626,1
627,1
628,1
629,1
630,-1
631,0
632,0
633,1
634,-1
635,0
636,0
637,-1
638,-1
639,0
640,0
641,1
642,1
643,-1
644,0
645,0
646,-1
647,-1
648,-1
649,0
650,1
651,1
652,1
653,1
654,1
655,-1
656,-1
657,-1
658,0
659,0
660,-1
661,-1
662,1
663,1
664,1
665,1
666,1
667,-1
668,-1
669,-1
670,0
671,-1
672,0
673,0
674,0
675,0
676,0
677,-1
678,0
679,0
680,0
681,0
682,0
683,0
684,-1
685,0
686,0
687,0
688,0
689,-1
690,-1
691,-1
692,-1
693,0
694,0
695,0
696,0
697,-1
698,-1
699,-1
700,-1
701,-1
702,-1
703,1
704,1
705,0
706,0
707,-1
708,-1
709,0
710,0
711,-1
712,-1
713,-1
714,0
715,0
716,0
717,-1
718,-1
719,-1
720,-1
721,0
722,1
723,0
724,0
725,0
726,0
727,1
728,1
729,1
730,1
731,1
732,-1
733,-1
734,-1
735,-1
736,-1
737,-1
738,0
739,0
740,0
741,0
742,1
743,0
744,0
745,0
746,-1
747,0
748,1
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,1
763,-1
764,-1
765,0
766,0
767,-1
768,-1
769,-1
770,0
771,1
772,1
773,1
774,1
775,1
776,1
777,0
778,0
779,0
780,0
781,-1
782,-1
783,0
784,0
785,-1
786,0
787,0
788,0
789,0
790,0
791,1
792,0
793,0
794,0
795,0
796,-1
797,-1
798,-1
799,-1
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,1
814,1
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,1
825,-1
826,0
827,0
828,-1
829,0
830,0
831,0
832,1
833,-1
834,-1
835,-1
836,-1
837,-1
838,-1
839,-1
840,-1
841,0
842,1
843,1
844,1
845,1
846,0
847,0
848,0
849,0
850,-1
851,-1
852,-1
853,0
854,0
855,-1
856,-1
857,0
858,1
859,1
860,1
861,-1
862,0
863,0
864,1
865,0
866,-1
867,-1
868,-1
869,-1
870,-1
871,-1
872,0
873,0
874,1
875,-1
876,-1
877,-1
878,-1
879,-1
880,-1
881,-1
882,-1
883,-1
884,1
885,1
886,-1
887,-1
888,-1
889,-1
890,-1
891,0
892,0
893,-1
894,-1
895,-1
896,0
897,0
898,-1
899,-1
900,-1
901,-1
902,1
903,0
904,0
905,0
906,-1
907,-1
908,-1
909,-1
910,-1
911,-1
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,-1
924,-1
925,-1
926,-1
927,0
928,0
929,1
930,1
931,1
932,1
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,-1
947,0
948,-1
949,-1
950,-1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,-1
959,0
960,0
961,0
962,-1
963,0
964,0
965,1
966,1
967,-1
968,-1
969,-1
970,-1
971,-1
972,-1
973,-1
974,-1
975,-1
976,0
977,0
978,0
979,0
980,0
981,0
982,-1
983,0
984,0
985,0
986,1
987,1
988,1
989,1
990,1
991,0
992,-1
993,-1
994,0
995,0
996,1
997,0
998,-1
999,-1
1000,-1
1001,-1
1002,0
1003,0
1004,0
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,0
1012,-1
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,-1
1023,-1
1024,-1
1025,-1
1026,-1
1027,-1
1028,-1
1029,0
1030,0
1031,1
1032,1
1033,1
1034,0
1035,0
1036,0
1037,0
1038,0
1039,1
1040,0
1041,-1
1042,0
1043,0
1044,0
1045,0
1046,0
1047,1
1048,0
1049,0
1050,0
1051,0
1052,0
1053,-1
1054,0
1055,0
1056,-1
1057,0
1058,0
1059,1
1060,1
1061,1
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,-1
1069,0
1070,0
1071,-1
1072,0
1073,0
1074,1
1075,1
1076,1
1077,-1
1078,0
1079,0
1080,-1
1081,-1
1082,0
1083,1
1084,0
1085,-1
1086,-1
1087,0
1088,-1
1089,0
1090,0
1091,0
1092,1
1093,1
1094,1
1095,0
1096,0
1097,1
1098,0
1099,0
1100,0
1101,0
1102,-1
1103,-1
1104,-1
1105,-1
1106,0
1107,-1
1108,-1
1109,1
1110,1
1111,1
1112,1
1113,0
1114,-1
1115,-1
1116,-1
1117,0
1118,1
1119,0
1120,0
1121,-1
1122,-1
1123,-1
1124,-1
1125,-1
1126,0
1127,0
1128,0
1129,-1
1130,-1
1131,-1
1132,-1
1133,-1
1134,-1
1135,-1
1136,-1
1137,-1
1138,-1
1139,-1
1140,-1
1141,0
1142,0
1143,1
1144,0
1145,-1
1146,-1
1147,-1
1148,0
1149,0
1150,-1
1151,0
1152,0
1153,1
1154,0
1155,0
1156,-1
1157,-1
1158,-1
1159,-1
1160,-1
1161,-1
1162,0
1163,0
1164,-1
1165,-1
1166,0
1167,0
1168,0
1169,0
1170,-1
1171,0
1172,0
1173,-1
1174,-1
1175,-1
1176,-1
1177,-1
1178,-1
1179,-1
1180,0
1181,0
1182,-1
1183,0
1184,0
1185,0
1186,0
1187,-1
1188,1
1189,1
1190,1
1191,1
1192,0
1193,-1
1194,1
1195,1
1196,-1
1197,-1
1198,-1
1199,-1
1200,-1
1201,-1
1202,-1
1203,-1
1204,-1
1205,0
1206,0
1207,-1
1208,-1
1209,-1
1210,-1
1211,-1
1212,-1
1213,-1
1214,0
1215,1
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
